Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuit1,Chrome 68.0.3440.106,,2018-09-19 16:23:47,2018-09-19 16:25:09,"1m - 21,553s",FAILED
,,,,,,
Test Cases/TestCase4,Chrome 68.0.3440.106,,2018-09-19 16:23:48,2018-09-19 16:24:26,"38,096s",FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-19 16:23:48,2018-09-19 16:23:51,"3,302s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-19 16:23:51,2018-09-19 16:23:53,"1,583s",PASSED
click,Chrome 68.0.3440.106,,2018-09-19 16:23:53,2018-09-19 16:23:53,"0,331s",PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 16:23:53,2018-09-19 16:23:53,"0,142s",PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 16:23:53,2018-09-19 16:23:54,"0,107s",PASSED
click,Chrome 68.0.3440.106,,2018-09-19 16:23:54,2018-09-19 16:23:54,"0,428s",PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-19 16:23:54,2018-09-19 16:24:26,"31,929s",FAILED
,,,,,,
Test Cases/TestCase4,Chrome 68.0.3440.106,,2018-09-19 16:24:26,2018-09-19 16:24:32,"6,194s",PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-19 16:24:26,2018-09-19 16:24:29,"3,052s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-19 16:24:29,2018-09-19 16:24:30,"1,467s",PASSED
click,Chrome 68.0.3440.106,,2018-09-19 16:24:30,2018-09-19 16:24:31,"0,313s",PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 16:24:31,2018-09-19 16:24:31,"0,131s",PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 16:24:31,2018-09-19 16:24:31,"0,143s",PASSED
click,Chrome 68.0.3440.106,,2018-09-19 16:24:31,2018-09-19 16:24:31,"0,376s",PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-19 16:24:31,2018-09-19 16:24:31,"0,062s",PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-19 16:24:31,2018-09-19 16:24:32,"0,639s",PASSED
,,,,,,
Test Cases/TestCase4,Chrome 68.0.3440.106,,2018-09-19 16:24:32,2018-09-19 16:25:08,"36,302s",FAILED
openBrowser,Chrome 68.0.3440.106,,2018-09-19 16:24:32,2018-09-19 16:24:34,"2,178s",PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-19 16:24:34,2018-09-19 16:24:36,"1,445s",PASSED
click,Chrome 68.0.3440.106,,2018-09-19 16:24:36,2018-09-19 16:24:36,"0,334s",PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 16:24:36,2018-09-19 16:24:36,"0,132s",PASSED
setText,Chrome 68.0.3440.106,,2018-09-19 16:24:36,2018-09-19 16:24:36,"0,097s",PASSED
click,Chrome 68.0.3440.106,,2018-09-19 16:24:36,2018-09-19 16:24:37,"0,380s",PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-19 16:24:37,2018-09-19 16:25:08,"31,730s",FAILED
