Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuit1,Chrome 68.0.3440.106,,2018-09-20 14:48:00,2018-09-20 14:48:19,"18,698s",PASSED
,,,,,,
Test Cases/TestCase4,Chrome 68.0.3440.106,,2018-09-20 14:48:00,2018-09-20 14:48:07,"7,186s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-20 14:48:01,2018-09-20 14:48:06,"5,344s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-20 14:48:06,2018-09-20 14:48:07,"0,870s",PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-20 14:48:07,2018-09-20 14:48:07,"0,074s",PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-20 14:48:07,2018-09-20 14:48:07,"0,662s",PASSED
,,,,,,
Test Cases/TestCase4,Chrome 68.0.3440.106,,2018-09-20 14:48:07,2018-09-20 14:48:13,"5,713s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-20 14:48:07,2018-09-20 14:48:12,"4,294s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-20 14:48:12,2018-09-20 14:48:12,"0,706s",PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-20 14:48:12,2018-09-20 14:48:13,"0,063s",PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-20 14:48:13,2018-09-20 14:48:13,"0,643s",PASSED
,,,,,,
Test Cases/TestCase4,Chrome 68.0.3440.106,,2018-09-20 14:48:13,2018-09-20 14:48:19,"5,503s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-20 14:48:13,2018-09-20 14:48:17,"4,063s",PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-20 14:48:17,2018-09-20 14:48:18,"0,723s",PASSED
verifyElementPresent,Chrome 68.0.3440.106,,2018-09-20 14:48:18,2018-09-20 14:48:18,"0,065s",PASSED
closeBrowser,Chrome 68.0.3440.106,,2018-09-20 14:48:18,2018-09-20 14:48:19,"0,643s",PASSED
